117,Noviciado; Chile,-33.392700,-70.883200,0.0,1745753.502699,-5036658.620851,-3490403.239852
118,Oistins; Barbados,13.062800,-59.537600,0.0,3150405.176200,-5356361.533630,1432173.533785
119,Okun Ajah; Nigeria,6.425760,3.645500,0.0,6325506.095358,403010.488834,709064.776568
120,Otaru; Hokkaido; Japan,43.173200,141.258000,0.0,-3633739.053600,2915549.831354,4341553.132283
121,Palangka Raya; Kalimantan; Idaho,-2.218660,113.925000,0.0,-2584665.801445,5825765.843158,-245266.586419
122,Passa Quatro; Brazil,-22.349300,-44.945400,0.0,4177237.822920,-4169284.004444,-2410230.352338
123,Peñuelas; Mexico,21.731400,-102.275000,0.0,-1260223.303016,-5792046.893215,2346810.289647
124,Petra Jaya; Malaysia,1.606500,110.340000,0.0,-2216112.520735,5978101.017488,177614.722171
125,Phoenix; Arizona,33.685100,-112.097000,0.0,-1998512.197644,-4922481.414649,3517435.027079
126,Pimba; South Australia; Australia,-31.250700,136.801000,0.0,-3978500.112918,3735929.616619,-3289686.674913
127,Piura; Peru,-5.159690,-80.687500,0.0,1027949.821188,-6268739.551106,-569773.447941
128,Plana; Bulgaria,42.482900,23.444900,0.0,4322017.644900,1874326.625390,4285312.931836
129,Ponce; Puerto Rico,18.062000,-66.547800,0.0,2414083.535115,-5564702.925100,1964909.172165
130,Port Matilda; Pennsylvania,40.806200,-77.995900,0.0,1005525.218592,-4728960.231235,4146155.484290
131,Porto Alegre; Brazil,-29.984200,-51.120900,0.0,3470519.768156,-4304274.081730,-3168855.980330
132,Presidente Prudente; Brazil,-22.146100,-51.474100,0.0,3681403.561679,-4623866.727065,-2389404.371581
133,Prosser; Washington,46.126900,-119.684000,0.0,-2192896.700912,-3847053.002936,4575033.410849
134,Puerto Montt; Chile,-41.486600,-73.023400,0.0,1397118.709238,-4576453.388012,-4203056.397218
135,Puerto Saavedra; Chile,-38.814800,-73.397200,0.0,1421886.510859,-4768772.243573,-3976317.174102
136,Punta Arenas; Chile,-52.939700,-70.850400,0.0,1263605.585144,-3638884.316227,-5066500.815333
137,Punta Gorda; Florida,27.019700,-81.762000,0.0,814705.173923,-5627222.812494,2880159.582823
138,Puwera; New Zealand,-35.793500,174.301000,0.0,-5153831.017675,514329.876859,-3709629.762042
139,--,20.573500,-100.274000,0.0,-1065465.180014,-5878037.261936,2227248.548695
140,Redmond; Washington,47.696300,-122.035000,0.0,-2281278.143404,-3645850.486744,4694213.734690
141,Richardson; Texas,32.965400,-96.712600,0.0,-626123.948859,-5319842.617853,3450738.895774
142,Rio Negro; Brazil,-26.088600,-49.792900,0.0,3700312.971906,-4377628.626797,-2787880.350657
143,Roberts; Wisconsin,44.941000,-92.516000,0.0,-198518.244005,-4517863.903230,4482708.511959
144,Roll; Arizona,32.815300,-113.797000,0.0,-2165006.232566,-4909422.420709,3436760.677101
145,Romulus; New York,42.788100,-76.863300,0.0,1065459.937934,-4565292.695947,4310254.818595
146,Saguenay; QC; California,48.313700,-70.908900,0.0,1389964.155279,-4015994.386398,4740144.164742
147,Sambro Creek; NS; California,44.464500,-63.613100,0.0,2026367.324963,-4084435.054708,4445072.505931
148,San Clemente; Chile,-35.555900,-71.356900,0.0,1660634.713207,-4922224.722534,-3688214.498827
149,San Jose; California,37.370400,-121.969000,0.0,-2687088.817341,-4305422.784372,3850141.789569
150,Santa Elena; Chile,-29.999700,-71.258200,0.0,1776255.412473,-5235141.104354,-3170344.114770
151,Santana de Parnaíba; Brazil,-23.456400,-46.942300,0.0,3996845.440525,-4277447.581065,-2523166.477230
152,Santiago de los Caballeros; Dominican Republic,19.481000,-70.726600,0.0,1985487.524939,-5678111.687331,2113619.025551
153,Savanna; Oklahoma,34.789300,-95.876500,0.0,-536883.800715,-5216240.415643,3618693.862933
154,Savannah; Tennessee,35.159500,-88.061300,0.0,176602.502871,-5217267.297573,3652346.913194
155,Sellheim; Queensland; Australia,-19.999700,146.422000,0.0,-4995341.028532,3316132.590099,-2167665.027551
156,Sheffield; Illinois,41.361200,-89.743300,0.0,21479.088883,-4794128.969724,4192613.306817
157,Singapore; Singapore,1.397600,103.835000,0.0,-1524731.338397,6191264.973717,154523.552049
158,Springbrook Creek; New South Wales; Australia,-30.439800,149.684000,0.0,-4751108.116123,2778103.516975,-3212501.598163
159,St Johns; Netherlands; California,47.560900,-52.775500,0.0,2608422.690947,-3433420.393944,4684068.213707
160,Sterling; Virginia,38.985000,-77.423900,0.0,1080923.500090,-4845266.636425,3991021.707992
161,Surubim; Brazil,-7.853930,-35.780100,0.0,5126153.089633,-3694392.362670,-865779.386796
162,Suva; Fiji,-18.129200,178.468000,0.0,-6061304.953483,162108.498613,-1971979.089063
