python sweep_shell_clustering.py tles.txt \
  --alt 0.1 0.3 1  \
  --inc 0.001  0.01 0.1 \
  --top-k 10
Loaded 9669 satellites from tles.txt

alt_tol_km      inc_tol_deg     top_sizes
0.1             0.001           [2399, 1811, 1352, 637, 631, 357, 325, 309, 122, 119]
0.1             0.01            [2404, 1816, 1352, 651, 637, 358, 332, 309, 122, 120]
0.1             0.1             [2404, 1816, 1352, 651, 637, 358, 332, 309, 122, 120]
0.3             0.001           [2404, 1815, 1354, 687, 643, 357, 329, 312, 122, 119]
0.3             0.01            [2404, 1816, 1354, 704, 644, 358, 332, 312, 122, 120]
0.3             0.1             [2404, 1816, 1354, 704, 644, 358, 332, 313, 122, 120]
1               0.001           [2461, 1915, 1354, 787, 647, 357, 329, 312, 276, 126]
1               0.01            [2476, 2292, 1354, 798, 664, 358, 332, 312, 128, 120]
1               0.1             [2477, 2292, 1354, 798, 664, 358, 333, 313, 128, 120]
