shell_id,satellite_name,satellite_id,altitude_km,inclination_deg,eccentricity,mean_motion
95,STARLINK-35226,35226,482.37,53.1586,0.000112,15.30194817
95,STARLINK-30714,30714,482.37,53.1591,0.000124,15.30194786
95,STARLINK-31840,31840,482.37,53.1599,0.000114,15.30194762
95,STARLINK-32082,32082,482.37,53.1593,0.000104,15.30194759
95,STARLINK-30303,30303,482.37,53.1606,0.000111,15.30194685
95,STARLINK-30320,30320,482.37,53.1607,0.000104,15.30194679
95,STARLINK-32315,32315,482.37,53.1594,0.000136,15.30194663
95,STARLINK-2587,2587,482.37,53.1621,0.000123,15.30194657
95,STARLINK-31526,31526,482.37,53.1593,0.000120,15.30194655
95,STARLINK-32313,32313,482.37,53.1607,0.000112,15.30194653
95,STARLINK-34235,34235,482.37,53.1578,0.000123,15.30194639
95,STARLINK-32229,32229,482.37,53.1591,0.000123,15.30194624
95,STARLINK-31845,31845,482.37,53.1604,0.000125,15.30194618
95,STARLINK-31659,31659,482.37,53.1589,0.000120,15.30194578
95,STARLINK-34829,34829,482.37,53.1590,0.000117,15.30194566
95,STARLINK-35809,35809,482.37,53.1571,0.000088,15.30194563
95,STARLINK-34231,34231,482.37,53.1598,0.000118,15.30194522
95,STARLINK-34655,34655,482.37,53.1588,0.000114,15.30194506
95,STARLINK-35848,35848,482.37,53.1581,0.000149,15.30194503
95,STARLINK-31056,31056,482.37,53.1601,0.000110,15.30194502
95,STARLINK-31717,31717,482.37,53.1589,0.000123,15.30194497
95,STARLINK-35486,35486,482.37,53.1596,0.000105,15.30194496
95,STARLINK-32801,32801,482.37,53.1583,0.000121,15.30194492
95,STARLINK-35241,35241,482.37,53.1586,0.000095,15.30194482
95,STARLINK-31093,31093,482.37,53.1598,0.000134,15.30194473
95,STARLINK-2387,2387,482.37,53.1591,0.000089,15.30194466
95,STARLINK-32255,32255,482.37,53.1593,0.000141,15.30194447
95,STARLINK-30421,30421,482.37,53.1593,0.000100,15.30194438
95,STARLINK-32377,32377,482.37,53.1620,0.000141,15.30194438
95,STARLINK-33804,33804,482.37,53.1590,0.000081,15.30194430
95,STARLINK-34414,34414,482.37,53.1616,0.000131,15.30194426
95,STARLINK-32860,32860,482.37,53.1578,0.000115,15.30194420
95,STARLINK-35041,35041,482.37,53.1586,0.000093,15.30194390
95,STARLINK-35385,35385,482.37,53.1598,0.000117,15.30194372
95,STARLINK-32342,32342,482.37,53.1624,0.000125,15.30194369
95,STARLINK-32814,32814,482.37,53.1600,0.000121,15.30194356
95,STARLINK-30829,30829,482.37,53.1593,0.000112,15.30194323
95,STARLINK-31710,31710,482.37,53.1602,0.000118,15.30194320
95,STARLINK-32440,32440,482.37,53.1604,0.000098,15.30194319
95,STARLINK-32128,32128,482.37,53.1602,0.000151,15.30194309
95,STARLINK-34280,34280,482.37,53.1602,0.000114,15.30194303
95,STARLINK-30701,30701,482.37,53.1605,0.000136,15.30194296
95,STARLINK-33572,33572,482.37,53.1614,0.000102,15.30194296
95,STARLINK-35850,35850,482.37,53.1565,0.000113,15.30194291
95,STARLINK-32142,32142,482.37,53.1597,0.000122,15.30194280
95,STARLINK-34469,34469,482.37,53.1588,0.000109,15.30194279
95,STARLINK-30298,30298,482.37,53.1594,0.000113,15.30194279
95,STARLINK-32097,32097,482.37,53.1596,0.000121,15.30194276
95,STARLINK-30773,30773,482.37,53.1590,0.000061,15.30194240
95,STARLINK-30929,30929,482.37,53.1621,0.000163,15.30194213
95,STARLINK-31516,31516,482.37,53.1604,0.000089,15.30194209
95,STARLINK-35089,35089,482.37,53.1583,0.000103,15.30194181
95,STARLINK-32293,32293,482.37,53.1600,0.000094,15.30194181
95,STARLINK-33740,33740,482.37,53.1599,0.000112,15.30194167
95,STARLINK-35807,35807,482.37,53.1578,0.000126,15.30194154
95,STARLINK-34375,34375,482.37,53.1587,0.000109,15.30194141
95,STARLINK-32178,32178,482.37,53.1593,0.000131,15.30194133
95,STARLINK-35337,35337,482.37,53.1594,0.000129,15.30194132
95,STARLINK-31991,31991,482.37,53.1611,0.000144,15.30194129
95,STARLINK-35222,35222,482.37,53.1590,0.000115,15.30194120
95,STARLINK-34602,34602,482.37,53.1570,0.000111,15.30194086
95,STARLINK-32250,32250,482.37,53.1586,0.000110,15.30194081
95,STARLINK-31813,31813,482.37,53.1604,0.000142,15.30194080
95,STARLINK-32469,32469,482.37,53.1605,0.000132,15.30194073
95,STARLINK-32131,32131,482.37,53.1618,0.000097,15.30194041
95,STARLINK-34189,34189,482.37,53.1594,0.000167,15.30194025
95,STARLINK-31321,31321,482.37,53.1630,0.000128,15.30194010
95,STARLINK-34266,34266,482.37,53.1583,0.000104,15.30194003
95,STARLINK-32013,32013,482.37,53.1611,0.000117,15.30194001
95,STARLINK-32212,32212,482.37,53.1594,0.000120,15.30193977
95,STARLINK-32079,32079,482.37,53.1600,0.000127,15.30193957
95,STARLINK-31246,31246,482.37,53.1579,0.000075,15.30193950
95,STARLINK-34409,34409,482.37,53.1607,0.000138,15.30193950
95,STARLINK-34290,34290,482.37,53.1595,0.000096,15.30193903
95,STARLINK-32020,32020,482.37,53.1617,0.000126,15.30193870
95,STARLINK-34392,34392,482.37,53.1593,0.000156,15.30193854
95,STARLINK-34510,34510,482.37,53.1614,0.000111,15.30193854
95,STARLINK-35237,35237,482.37,53.1616,0.000098,15.30193846
95,STARLINK-2107,2107,482.37,53.1617,0.000128,15.30193845
95,STARLINK-32232,32232,482.37,53.1590,0.000117,15.30193839
95,STARLINK-31233,31233,482.37,53.1584,0.000114,15.30193836
95,STARLINK-32183,32183,482.37,53.1588,0.000114,15.30193833
95,STARLINK-32387,32387,482.37,53.1604,0.000105,15.30193821
95,STARLINK-35200,35200,482.37,53.1593,0.000113,15.30193805
95,STARLINK-2414,2414,482.37,53.1613,0.000146,15.30193800
95,STARLINK-34878,34878,482.37,53.1569,0.000102,15.30193786
95,STARLINK-32211,32211,482.37,53.1595,0.000135,15.30193783
95,STARLINK-2407,2407,482.37,53.1607,0.000125,15.30193757
95,STARLINK-30593,30593,482.37,53.1601,0.000099,15.30193751
95,STARLINK-32779,32779,482.37,53.1601,0.000125,15.30193736
95,STARLINK-32203,32203,482.37,53.1598,0.000112,15.30193729
95,STARLINK-30789,30789,482.37,53.1593,0.000129,15.30193727
95,STARLINK-32265,32265,482.37,53.1595,0.000099,15.30193719
95,STARLINK-35303,35303,482.37,53.1594,0.000115,15.30193707
95,STARLINK-2122,2122,482.37,53.1619,0.000158,15.30193684
95,STARLINK-31711,31711,482.37,53.1608,0.000164,15.30193665
95,STARLINK-31251,31251,482.37,53.1591,0.000115,15.30193661
95,STARLINK-34516,34516,482.37,53.1585,0.000107,15.30193655
95,STARLINK-31696,31696,482.37,53.1608,0.000117,15.30193640
95,STARLINK-31878,31878,482.37,53.1614,0.000130,15.30193632
95,STARLINK-34321,34321,482.37,53.1584,0.000119,15.30193613
95,STARLINK-30554,30554,482.37,53.1604,0.000125,15.30193577
95,STARLINK-32118,32118,482.37,53.1599,0.000127,15.30193565
95,STARLINK-30592,30592,482.37,53.1600,0.000111,15.30193550
95,STARLINK-31016,31016,482.37,53.1601,0.000126,15.30193522
95,STARLINK-1216,1216,482.37,53.1618,0.000157,15.30193521
95,STARLINK-33710,33710,482.37,53.1594,0.000142,15.30193514
95,STARLINK-32179,32179,482.37,53.1605,0.000118,15.30193501
95,STARLINK-31117,31117,482.37,53.1621,0.000167,15.30193495
95,STARLINK-34236,34236,482.37,53.1578,0.000100,15.30193482
95,STARLINK-31354,31354,482.37,53.1619,0.000084,15.30193479
95,STARLINK-32260,32260,482.37,53.1605,0.000117,15.30193469
95,STARLINK-30788,30788,482.37,53.1602,0.000116,15.30193453
95,STARLINK-32693,32693,482.37,53.1617,0.000115,15.30193450
95,STARLINK-32416,32416,482.37,53.1605,0.000138,15.30193446
95,STARLINK-2590,2590,482.37,53.1603,0.000122,15.30193389
95,STARLINK-31365,31365,482.37,53.1610,0.000121,15.30193383
95,STARLINK-31120,31120,482.37,53.1608,0.000126,15.30193369
95,STARLINK-34827,34827,482.37,53.1597,0.000139,15.30193367
95,STARLINK-32113,32113,482.37,53.1602,0.000125,15.30193363
95,STARLINK-32136,32136,482.37,53.1602,0.000138,15.30193359
95,STARLINK-32380,32380,482.37,53.1596,0.000098,15.30193354
95,STARLINK-2614,2614,482.37,53.1630,0.000117,15.30193351
95,STARLINK-30710,30710,482.37,53.1604,0.000141,15.30193345
95,STARLINK-30555,30555,482.37,53.1587,0.000125,15.30193342
95,STARLINK-32815,32815,482.37,53.1587,0.000126,15.30193339
95,STARLINK-35450,35450,482.37,53.1597,0.000084,15.30193338
95,STARLINK-31460,31460,482.37,53.1599,0.000163,15.30193335
95,STARLINK-32310,32310,482.37,53.1603,0.000081,15.30193303
95,STARLINK-33539,33539,482.37,53.1603,0.000219,15.30193292
95,STARLINK-31260,31260,482.37,53.1615,0.000113,15.30193281
95,STARLINK-31646,31646,482.37,53.1605,0.000106,15.30193279
95,STARLINK-32385,32385,482.37,53.1609,0.000102,15.30193277
95,STARLINK-32035,32035,482.37,53.1605,0.000130,15.30193254
95,STARLINK-30353,30353,482.37,53.1607,0.000100,15.30193250
95,STARLINK-34760,34760,482.37,53.1572,0.000108,15.30193230
95,STARLINK-31454,31454,482.37,53.1598,0.000123,15.30193223
95,STARLINK-32122,32122,482.37,53.1606,0.000132,15.30193215
95,STARLINK-32037,32037,482.37,53.1596,0.000122,15.30193157
95,STARLINK-35456,35456,482.37,53.1592,0.000114,15.30193114
95,STARLINK-35109,35109,482.37,53.1613,0.000119,15.30193102
95,STARLINK-31756,31756,482.37,53.1590,0.000087,15.30193078
95,STARLINK-31421,31421,482.37,53.1611,0.000114,15.30193066
95,STARLINK-32167,32167,482.37,53.1600,0.000121,15.30193062
95,STARLINK-33807,33807,482.37,53.1590,0.000113,15.30193058
95,STARLINK-30297,30297,482.37,53.1586,0.000130,15.30193057
95,STARLINK-32540,32540,482.37,53.1598,0.000134,15.30193048
95,STARLINK-35652,35652,482.37,53.1567,0.000122,15.30193043
95,STARLINK-32528,32528,482.37,53.1609,0.000102,15.30193038
95,STARLINK-34835,34835,482.37,53.1572,0.000114,15.30193028
95,STARLINK-30273,30273,482.37,53.1584,0.000101,15.30193018
95,STARLINK-32026,32026,482.37,53.1602,0.000128,15.30193011
95,STARLINK-36169,36169,482.37,53.1610,0.000116,15.30193007
95,STARLINK-34897,34897,482.37,53.1601,0.000111,15.30192990
95,STARLINK-34718,34718,482.37,53.1612,0.000124,15.30192981
95,STARLINK-35571,35571,482.37,53.1584,0.000117,15.30192973
95,STARLINK-33913,33913,482.37,53.1583,0.000106,15.30192970
95,STARLINK-35276,35276,482.37,53.1586,0.000121,15.30192968
95,STARLINK-31012,31012,482.37,53.1601,0.000117,15.30192940
95,STARLINK-2550,2550,482.37,53.1617,0.000142,15.30192923
95,STARLINK-32172,32172,482.37,53.1617,0.000110,15.30192920
95,STARLINK-31830,31830,482.37,53.1605,0.000137,15.30192919
95,STARLINK-30267,30267,482.37,53.1594,0.000104,15.30192902
95,STARLINK-34521,34521,482.37,53.1597,0.000102,15.30192874
95,STARLINK-32449,32449,482.37,53.1596,0.000104,15.30192861
95,STARLINK-30930,30930,482.37,53.1629,0.000170,15.30192836
95,STARLINK-31437,31437,482.37,53.1598,0.000117,15.30192795
95,STARLINK-31695,31695,482.37,53.1601,0.000118,15.30192766
95,STARLINK-31406,31406,482.37,53.1590,0.000115,15.30192756
95,STARLINK-35374,35374,482.37,53.1570,0.000113,15.30192736
95,STARLINK-35122,35122,482.37,53.1596,0.000105,15.30192732
95,STARLINK-32151,32151,482.37,53.1606,0.000121,15.30192724
95,STARLINK-31967,31967,482.37,53.1590,0.000090,15.30192704
95,STARLINK-31048,31048,482.37,53.1597,0.000138,15.30192697
95,STARLINK-31834,31834,482.37,53.1579,0.000108,15.30192650
95,STARLINK-34903,34903,482.37,53.1573,0.000114,15.30192648
95,STARLINK-31843,31843,482.37,53.1603,0.000109,15.30192648
95,STARLINK-34319,34319,482.37,53.1597,0.000116,15.30192640
95,STARLINK-35813,35813,482.37,53.1562,0.000104,15.30192638
95,STARLINK-32164,32164,482.37,53.1598,0.000155,15.30192620
95,STARLINK-32202,32202,482.37,53.1635,0.000129,15.30192615
95,STARLINK-32158,32158,482.37,53.1607,0.000134,15.30192597
95,STARLINK-32376,32376,482.37,53.1606,0.000144,15.30192573
95,STARLINK-30921,30921,482.37,53.1614,0.000140,15.30192561
95,STARLINK-35554,35554,482.37,53.1606,0.000108,15.30192535
95,STARLINK-30290,30290,482.37,53.1603,0.000116,15.30192527
95,STARLINK-31992,31992,482.37,53.1593,0.000131,15.30192524
95,STARLINK-1661,1661,482.37,53.1625,0.000124,15.30192521
95,STARLINK-35473,35473,482.37,53.1605,0.000136,15.30192476
95,STARLINK-34603,34603,482.37,53.1584,0.000230,15.30192467
95,STARLINK-30816,30816,482.37,53.1593,0.000116,15.30192449
95,STARLINK-32289,32289,482.37,53.1591,0.000097,15.30192439
95,STARLINK-32411,32411,482.37,53.1613,0.000136,15.30192424
95,STARLINK-31263,31263,482.37,53.1589,0.000126,15.30192416
95,STARLINK-32044,32044,482.37,53.1605,0.000129,15.30192404
95,STARLINK-32319,32319,482.37,53.1613,0.000088,15.30192399
95,STARLINK-2436,2436,482.37,53.1580,0.000116,15.30192378
95,STARLINK-32121,32121,482.37,53.1595,0.000115,15.30192375
95,STARLINK-32345,32345,482.37,53.1602,0.000119,15.30192374
95,STARLINK-34264,34264,482.37,53.1606,0.000070,15.30192354
95,STARLINK-32101,32101,482.37,53.1583,0.000119,15.30192341
95,STARLINK-33774,33774,482.37,53.1563,0.000110,15.30192335
95,STARLINK-32849,32849,482.37,53.1580,0.000121,15.30192327
95,STARLINK-30833,30833,482.38,53.1588,0.000124,15.30192316
95,STARLINK-31576,31576,482.38,53.1612,0.000099,15.30192316
95,STARLINK-32006,32006,482.38,53.1592,0.000116,15.30192312
95,STARLINK-33950,33950,482.38,53.1570,0.000114,15.30192298
95,STARLINK-35140,35140,482.38,53.1587,0.000094,15.30192289
95,STARLINK-30700,30700,482.38,53.1601,0.000152,15.30192272
95,STARLINK-31262,31262,482.38,53.1615,0.000123,15.30192254
95,STARLINK-30910,30910,482.38,53.1630,0.000153,15.30192254
95,STARLINK-35942,35942,482.38,53.1600,0.000110,15.30192251
95,STARLINK-31315,31315,482.38,53.1611,0.000098,15.30192232
95,STARLINK-34610,34610,482.38,53.1605,0.000080,15.30192228
95,STARLINK-31431,31431,482.38,53.1607,0.000135,15.30192228
95,STARLINK-2725,2725,482.38,53.1606,0.000173,15.30192212
95,STARLINK-30784,30784,482.38,53.1585,0.000113,15.30192209
95,STARLINK-30715,30715,482.38,53.1618,0.000143,15.30192202
95,STARLINK-1156,1156,482.38,53.1604,0.000123,15.30192190
95,STARLINK-32028,32028,482.38,53.1605,0.000144,15.30192186
95,STARLINK-32238,32238,482.38,53.1605,0.000130,15.30192179
95,STARLINK-31063,31063,482.38,53.1602,0.000139,15.30192174
95,STARLINK-31518,31518,482.38,53.1588,0.000106,15.30192163
95,STARLINK-34421,34421,482.38,53.1579,0.000109,15.30192148
95,STARLINK-32422,32422,482.38,53.1603,0.000137,15.30192119
95,STARLINK-32852,32852,482.38,53.1585,0.000089,15.30192071
95,STARLINK-34491,34491,482.38,53.1578,0.000125,15.30192066
95,STARLINK-32443,32443,482.38,53.1591,0.000118,15.30192055
95,STARLINK-30713,30713,482.38,53.1592,0.000138,15.30192055
95,STARLINK-32007,32007,482.38,53.1608,0.000131,15.30192046
95,STARLINK-32018,32018,482.38,53.1611,0.000131,15.30192034
95,STARLINK-34151,34151,482.38,53.1571,0.000108,15.30192032
95,STARLINK-2695,2695,482.38,53.1616,0.000149,15.30192017
95,STARLINK-2466,2466,482.38,53.1602,0.000120,15.30192010
95,STARLINK-30589,30589,482.38,53.1598,0.000109,15.30191997
95,STARLINK-30414,30414,482.38,53.1600,0.000111,15.30191983
95,STARLINK-35747,35747,482.38,53.1566,0.000125,15.30191935
95,STARLINK-31829,31829,482.38,53.1621,0.000137,15.30191930
95,STARLINK-35307,35307,482.38,53.1579,0.000128,15.30191926
95,STARLINK-35462,35462,482.38,53.1613,0.000131,15.30191907
95,STARLINK-31579,31579,482.38,53.1595,0.000113,15.30191889
95,STARLINK-32016,32016,482.38,53.1605,0.000128,15.30191882
95,STARLINK-35139,35139,482.38,53.1569,0.000099,15.30191875
95,STARLINK-32161,32161,482.38,53.1617,0.000118,15.30191871
95,STARLINK-34861,34861,482.38,53.1565,0.000069,15.30191851
95,STARLINK-2017,2017,482.38,53.1576,0.000129,15.30191851
95,STARLINK-32438,32438,482.38,53.1596,0.000066,15.30191823
95,STARLINK-2647,2647,482.38,53.1630,0.000155,15.30191823
95,STARLINK-34262,34262,482.38,53.1586,0.000107,15.30191821
95,STARLINK-32251,32251,482.38,53.1607,0.000126,15.30191800
95,STARLINK-32897,32897,482.38,53.1569,0.000106,15.30191791
95,STARLINK-32689,32689,482.38,53.1617,0.000140,15.30191779
95,STARLINK-34538,34538,482.38,53.1579,0.000108,15.30191762
95,STARLINK-32816,32816,482.38,53.1587,0.000104,15.30191759
95,STARLINK-35471,35471,482.38,53.1603,0.000100,15.30191748
95,STARLINK-30542,30542,482.38,53.1601,0.000130,15.30191747
95,STARLINK-30601,30601,482.38,53.1585,0.000086,15.30191730
95,STARLINK-35546,35546,482.38,53.1570,0.000102,15.30191678
95,STARLINK-32132,32132,482.38,53.1596,0.000122,15.30191675
95,STARLINK-31443,31443,482.38,53.1563,0.000155,15.30191674
95,STARLINK-32048,32048,482.38,53.1623,0.000112,15.30191671
95,STARLINK-35556,35556,482.38,53.1600,0.000127,15.30191654
95,STARLINK-35304,35304,482.38,53.1583,0.000113,15.30191611
95,STARLINK-32156,32156,482.38,53.1612,0.000180,15.30191594
95,STARLINK-32222,32222,482.38,53.1594,0.000121,15.30191587
95,STARLINK-30283,30283,482.38,53.1592,0.000120,15.30191579
95,STARLINK-35408,35408,482.38,53.1609,0.000097,15.30191578
95,STARLINK-34298,34298,482.38,53.1591,0.000137,15.30191567
95,STARLINK-34526,34526,482.38,53.1587,0.000122,15.30191556
95,STARLINK-31827,31827,482.38,53.1600,0.000072,15.30191547
95,STARLINK-32159,32159,482.38,53.1595,0.000121,15.30191531
95,STARLINK-34240,34240,482.38,53.1585,0.000129,15.30191486
95,STARLINK-30430,30430,482.38,53.1603,0.000128,15.30191483
95,STARLINK-34261,34261,482.38,53.1580,0.000134,15.30191465
95,STARLINK-32022,32022,482.38,53.1617,0.000121,15.30191434
95,STARLINK-31098,31098,482.38,53.1580,0.000108,15.30191418
95,STARLINK-30916,30916,482.38,53.1612,0.000117,15.30191384
95,STARLINK-32467,32467,482.38,53.1609,0.000111,15.30191377
95,STARLINK-32237,32237,482.38,53.1577,0.000116,15.30191338
95,STARLINK-35399,35399,482.38,53.1597,0.000119,15.30191322
95,STARLINK-35239,35239,482.38,53.1621,0.000117,15.30191314
95,STARLINK-2421,2421,482.38,53.1593,0.000143,15.30191308
95,STARLINK-34906,34906,482.38,53.1584,0.000128,15.30191304
95,STARLINK-31264,31264,482.38,53.1603,0.000094,15.30191301
95,STARLINK-34486,34486,482.38,53.1604,0.000114,15.30191285
95,STARLINK-34656,34656,482.38,53.1595,0.000095,15.30191272
95,STARLINK-33894,33894,482.38,53.1576,0.000041,15.30191268
95,STARLINK-32883,32883,482.38,53.1599,0.000121,15.30191265
95,STARLINK-32038,32038,482.38,53.1604,0.000123,15.30191255
95,STARLINK-34877,34877,482.38,53.1614,0.000091,15.30191243
95,STARLINK-31389,31389,482.38,53.1594,0.000117,15.30191242
95,STARLINK-31253,31253,482.38,53.1589,0.000124,15.30191226
95,STARLINK-31792,31792,482.38,53.1613,0.000125,15.30191219
95,STARLINK-32149,32149,482.38,53.1601,0.000108,15.30191196
95,STARLINK-31981,31981,482.38,53.1598,0.000138,15.30191164
95,STARLINK-31978,31978,482.38,53.1600,0.000123,15.30191159
95,STARLINK-30764,30764,482.38,53.1586,0.000103,15.30191158
95,STARLINK-31255,31255,482.38,53.1621,0.000119,15.30191133
95,STARLINK-32160,32160,482.38,53.1597,0.000119,15.30191127
95,STARLINK-34300,34300,482.38,53.1586,0.000130,15.30191115
95,STARLINK-31993,31993,482.38,53.1604,0.000136,15.30191106
95,STARLINK-31604,31604,482.38,53.1601,0.000091,15.30191072
95,STARLINK-34900,34900,482.38,53.1571,0.000086,15.30191067
95,STARLINK-2342,2342,482.38,53.1599,0.000099,15.30191055
95,STARLINK-32137,32137,482.38,53.1630,0.000126,15.30191015
95,STARLINK-35350,35350,482.38,53.1580,0.000123,15.30191007
95,STARLINK-35101,35101,482.38,53.1616,0.000130,15.30191005
95,STARLINK-32489,32489,482.38,53.1603,0.000104,15.30191002
95,STARLINK-30437,30437,482.38,53.1592,0.000119,15.30190976
95,STARLINK-34816,34816,482.38,53.1578,0.000116,15.30190969
95,STARLINK-31045,31045,482.38,53.1597,0.000099,15.30190966
95,STARLINK-2479,2479,482.38,53.1592,0.000120,15.30190960
95,STARLINK-35363,35363,482.38,53.1585,0.000107,15.30190956
95,STARLINK-32515,32515,482.38,53.1601,0.000097,15.30190944
95,STARLINK-30812,30812,482.38,53.1581,0.000118,15.30190935
95,STARLINK-34770,34770,482.38,53.1593,0.000122,15.30190934
95,STARLINK-34255,34255,482.38,53.1567,0.000096,15.30190922
95,STARLINK-35441,35441,482.38,53.1605,0.000114,15.30190914
95,STARLINK-35196,35196,482.38,53.1593,0.000119,15.30190905
95,STARLINK-30802,30802,482.38,53.1591,0.000107,15.30190882
95,STARLINK-34390,34390,482.38,53.1586,0.000106,15.30190859
95,STARLINK-32166,32166,482.38,53.1598,0.000121,15.30190859
95,STARLINK-35615,35615,482.38,53.1577,0.000114,15.30190845
95,STARLINK-2618,2618,482.38,53.1613,0.000179,15.30190845
95,STARLINK-35104,35104,482.38,53.1621,0.000157,15.30190826
95,STARLINK-30291,30291,482.38,53.1609,0.000110,15.30190799
95,STARLINK-31637,31637,482.38,53.1575,0.000101,15.30190795
95,STARLINK-35333,35333,482.38,53.1584,0.000129,15.30190771
95,STARLINK-31243,31243,482.38,53.1628,0.000117,15.30190752
95,STARLINK-32163,32163,482.38,53.1600,0.000118,15.30190706
95,STARLINK-30292,30292,482.38,53.1608,0.000138,15.30190691
95,STARLINK-33568,33568,482.38,53.1610,0.000092,15.30190685
95,STARLINK-35413,35413,482.38,53.1609,0.000121,15.30190682
95,STARLINK-32369,32369,482.38,53.1611,0.000118,15.30190666
95,STARLINK-31996,31996,482.38,53.1602,0.000126,15.30190661
95,STARLINK-35014,35014,482.38,53.1570,0.000136,15.30190609
95,STARLINK-2314,2314,482.38,53.1561,0.000141,15.30190600
95,STARLINK-34415,34415,482.38,53.1615,0.000127,15.30190581
95,STARLINK-31037,31037,482.38,53.1598,0.000123,15.30190568
95,STARLINK-32423,32423,482.38,53.1623,0.000119,15.30190551
95,STARLINK-35659,35659,482.38,53.1567,0.000099,15.30190547
95,STARLINK-34566,34566,482.38,53.1577,0.000178,15.30190544
95,STARLINK-32314,32314,482.38,53.1602,0.000107,15.30190544
95,STARLINK-32276,32276,482.38,53.1601,0.000119,15.30190533
95,STARLINK-32474,32474,482.38,53.1601,0.000111,15.30190522
95,STARLINK-30400,30400,482.38,53.1602,0.000131,15.30190514
95,STARLINK-31595,31595,482.38,53.1586,0.000127,15.30190498
95,STARLINK-35062,35062,482.38,53.1621,0.000125,15.30190494
95,STARLINK-32259,32259,482.38,53.1615,0.000143,15.30190451
95,STARLINK-31644,31644,482.38,53.1591,0.000128,15.30190450
95,STARLINK-33745,33745,482.38,53.1578,0.000145,15.30190443
95,STARLINK-32017,32017,482.38,53.1592,0.000126,15.30190439
95,STARLINK-30771,30771,482.38,53.1592,0.000115,15.30190431
95,STARLINK-32417,32417,482.38,53.1586,0.000088,15.30190430
95,STARLINK-32031,32031,482.38,53.1612,0.000105,15.30190424
95,STARLINK-31333,31333,482.38,53.1603,0.000105,15.30190422
95,STARLINK-32297,32297,482.38,53.1595,0.000083,15.30190402
95,STARLINK-35121,35121,482.38,53.1602,0.000119,15.30190400
95,STARLINK-31300,31300,482.38,53.1624,0.000115,15.30190400
95,STARLINK-2533,2533,482.38,53.1613,0.000160,15.30190375
95,STARLINK-30550,30550,482.38,53.1630,0.000145,15.30190362
95,STARLINK-34073,34073,482.38,53.1583,0.000105,15.30190359
95,STARLINK-33601,33601,482.38,53.1607,0.000102,15.30190329
95,STARLINK-35730,35730,482.38,53.1566,0.000150,15.30190318
95,STARLINK-2538,2538,482.38,53.1608,0.000195,15.30190317
95,STARLINK-34464,34464,482.38,53.1583,0.000107,15.30190305
95,STARLINK-31788,31788,482.38,53.1592,0.000103,15.30190293
95,STARLINK-2717,2717,482.38,53.1608,0.000125,15.30190285
95,STARLINK-32373,32373,482.38,53.1608,0.000118,15.30190283
95,STARLINK-2329,2329,482.38,53.1584,0.000138,15.30190279
95,STARLINK-30272,30272,482.38,53.1611,0.000122,15.30190220
95,STARLINK-34527,34527,482.38,53.1606,0.000188,15.30190193
95,STARLINK-34614,34614,482.38,53.1592,0.000126,15.30190157
95,STARLINK-30316,30316,482.38,53.1601,0.000127,15.30190157
95,STARLINK-32842,32842,482.38,53.1597,0.000104,15.30190154
95,STARLINK-2575,2575,482.38,53.1614,0.000165,15.30190152
95,STARLINK-1191,1191,482.38,53.1582,0.000145,15.30190137
95,STARLINK-32356,32356,482.38,53.1604,0.000129,15.30190119
95,STARLINK-32501,32501,482.38,53.1607,0.000087,15.30190119
95,STARLINK-31705,31705,482.38,53.1605,0.000110,15.30190105
95,STARLINK-30911,30911,482.38,53.1617,0.000143,15.30190093
95,STARLINK-32432,32432,482.38,53.1583,0.000115,15.30190087
95,STARLINK-31739,31739,482.38,53.1613,0.000133,15.30190087
95,STARLINK-31506,31506,482.38,53.1597,0.000120,15.30190082
95,STARLINK-32084,32084,482.38,53.1588,0.000108,15.30190036
95,STARLINK-35657,35657,482.38,53.1568,0.000124,15.30190018
95,STARLINK-31377,31377,482.38,53.1613,0.000109,15.30190015
95,STARLINK-34828,34828,482.38,53.1585,0.000114,15.30189991
95,STARLINK-31499,31499,482.38,53.1589,0.000085,15.30189953
95,STARLINK-35541,35541,482.38,53.1575,0.000073,15.30189946
95,STARLINK-2547,2547,482.38,53.1610,0.000138,15.30189928
95,STARLINK-2160,2160,482.38,53.1600,0.000057,15.30189922
95,STARLINK-1202,1202,482.38,53.1613,0.000112,15.30189908
95,STARLINK-32195,32195,482.38,53.1598,0.000125,15.30189898
95,STARLINK-35464,35464,482.38,53.1609,0.000111,15.30189897
95,STARLINK-1215,1215,482.38,53.1600,0.000113,15.30189846
95,STARLINK-2161,2161,482.38,53.1586,0.000118,15.30189844
95,STARLINK-30275,30275,482.38,53.1602,0.000109,15.30189822
95,STARLINK-32003,32003,482.38,53.1610,0.000142,15.30189792
95,STARLINK-35536,35536,482.38,53.1585,0.000111,15.30189785
95,STARLINK-32150,32150,482.38,53.1602,0.000128,15.30189767
95,STARLINK-31520,31520,482.38,53.1626,0.000097,15.30189706
95,STARLINK-34871,34871,482.38,53.1584,0.000110,15.30189695
95,STARLINK-35207,35207,482.38,53.1586,0.000125,15.30189695
95,STARLINK-2465,2465,482.38,53.1579,0.000103,15.30189663
95,STARLINK-35210,35210,482.38,53.1598,0.000102,15.30189663
95,STARLINK-35454,35454,482.38,53.1606,0.000122,15.30189662
95,STARLINK-34831,34831,482.38,53.1574,0.000120,15.30189661
95,STARLINK-35529,35529,482.38,53.1587,0.000102,15.30189629
95,STARLINK-35434,35434,482.38,53.1594,0.000097,15.30189604
